bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,content
2735,Snow Falling On Cedars,David Guterson,3.83,074754655X,9780747546559,eng,404,588,46,10/21/1999,Bloomsbury Publishing PLC,Snow Falling On Cedars David Guterson Bloomsbury Publishing PLC eng
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,1558745157,9781558745155,eng,331,52028,2513,8/1/1997,Health Communications Inc,The Lost Boy (Dave Pelzer #2) Dave Pelzer Health Communications Inc eng
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,0805061835,9780805061833,eng,480,1397,128,5/10/1999,Owl Publishing Company,Real Boys: Rescuing Our Sons from the Myths of Boyhood William S. Pollack/Mary Pipher Owl Publishing Company eng
2756,New Media Language,Jean Aitchison/Diana M. Lewis,3.0,0415283043,9780415283045,eng,209,2,0,5/22/2003,Routledge,New Media Language Jean Aitchison/Diana M. Lewis Routledge eng
2761,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,0684832402,9780684832401,eng,336,6599,635,5/8/1997,Free Press,The Denial of Death Ernest Becker/Sam Keen/Daniel Goleman Free Press eng
2767,A People's History of the United States,Howard Zinn,4.08,0060838655,9780060838652,eng,729,167321,4711,8/2/2005,Harper Perennial,A People's History of the United States Howard Zinn Harper Perennial eng
2768,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,1565848268,9781565848269,eng,619,39,3,7/1/2003,The New Press,A People's History of the United States Howard Zinn/Kathy Emery/Ellen Gordon Reeves The New Press eng
2770,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.0,1565847253,9781565847255,eng,496,22,0,8/1/2003,The New Press,A People's History of the United States: The Civil War to the Present Howard Zinn/Kathy Emery/Ellen Gordon Reeves The New Press eng
2778,Graphic Design: A Concise History (World of Art),Richard Hollis,4.0,0500203474,9780500203477,eng,232,675,12,5/17/2002,Thames  Hudson,Graphic Design: A Concise History (World of Art) Richard Hollis Thames  Hudson eng
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.0,0822318644,9780822318644,eng,272,206,9,10/21/1996,Duke University Press Books,Immigrant Acts: On Asian American Cultural Politics Lisa Lowe Duke University Press Books eng
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,039574010X,9780395740101,eng,256,81,12,9/1/1995,Mariner Books,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back Jonathan Hale Mariner Books eng
2794,The Crying of Lot 49,Thomas Pynchon,3.69,006091307X,9780060913076,eng,152,57011,3332,10/17/2006,Harper Perennial,The Crying of Lot 49 Thomas Pynchon Harper Perennial eng
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,0425181642,9780425181645,eng,337,6368,321,10/1/2000,Berkley Trade,E=mc²: A Biography of the World's Most Famous Equation David Bodanis Berkley Trade eng
2804,Passionate Minds,David Bodanis,4.1,0307237206,9780307237200,eng,373,717,112,10/10/2006,Crown Publishing Group (NY),Passionate Minds David Bodanis Crown Publishing Group (NY) eng
2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,094089548X,9780940895485,eng,303,448,18,12/1/2002,Cornerstone Press Chicago,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard Rolland Hein/Clyde S. Kilby Cornerstone Press Chicago eng
2811,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,0440936853,9780440936855,eng,307,3976,163,11/1/1985,Dell,A House Like a Lotus (O'Keefe Family  #3) Madeleine L'Engle Dell eng
2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,0877887268,9780877887263,eng,320,496,48,3/19/2002,Shaw Books,The Rock That Is Higher: Story as Truth Madeleine L'Engle Shaw Books eng
2815,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,0671686909,9780671686901,eng,64,367,38,9/30/1990,Simon & Schuster Children's Publishing,The Glorious Impossible Madeleine L'Engle/Giotto di Bondone Simon & Schuster Children's Publishing eng
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,0877880204,9780877880202,eng,48,235,4,3/7/2000,Shaw,A Full House: An Austin Family Christmas (Austin Family  #5.6) Madeleine L'Engle/Mary Chambers Shaw eng
2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,0062545035,9780062545039,eng,246,5236,506,1/1/1984,HarperOne,A Circle of Quiet (Crosswicks Journals #1) Madeleine L'Engle HarperOne eng
2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,0521639875,9780521639873,eng,204,388,23,4/22/1999,Cambridge University Press,The Birth of Tragedy and Other Writings Friedrich Nietzsche/Raymond Geuss/Ronald Speirs Cambridge University Press eng
2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,0385092105,9780385092104,eng,320,843,42,5/7/1990,Anchor,The Birth of Tragedy/The Genealogy of Morals Friedrich Nietzsche/Francis Golffing Anchor eng
2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,9781419154072,eng,84,32,0,6/17/2004,Kessinger Publishing,The Birth of Tragedy Friedrich Nietzsche Kessinger Publishing eng
2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,0140433392,9780140433395,eng,160,10147,301,11/27/2003,Penguin Classics,The Birth of Tragedy Friedrich Nietzsche/Michael Tanner/Shaun Whiteside Penguin Classics eng
2826,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4.0,0907129072,9780907129073,eng,179,9,2,3/14/2008,Roxford Books,Birth Of A Tragedy: Kashmir 1947 Alastair Lamb Roxford Books eng
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,0195114159,9780195114157,eng,512,3664,58,3/6/1997,Oxford University Press  USA,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins Mark Twain/David Lionel Smith/Sherley Anne Williams Oxford University Press  USA eng
2835,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,140015068X,9781400150687,eng,0,3,0,1/1/2003,Tantor Media,The Tragedy of Pudd'nhead Wilson Mark Twain/Michael Prichard Tantor Media eng
2836,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4.0,0060734019,9780060734015,eng,191,1811,152,7/1/2008,HarperTeen,Bridge to Terabithia Katherine Paterson/Donna Diamond HarperTeen eng
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.0,0439271711,9780439271714,eng,32,4,1,1/1/2002,Teaching Resources,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature Tara MacCarthy Teaching Resources eng
2847,Bread and Roses  Too,Katherine Paterson,3.76,0618654798,9780618654796,eng,275,2018,294,9/4/2006,Clarion Books,Bread and Roses  Too Katherine Paterson Clarion Books eng
2851,The Invisible Child,Katherine Paterson,4.27,0525464824,9780525464822,eng,266,99,27,12/31/2001,Dutton Juvenile,The Invisible Child Katherine Paterson Dutton Juvenile eng
2855,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,1559704640,9781559704649,eng,186,1771,99,9/15/1998,Arcade Publishing,A Short History of Decay Emil M. Cioran/Richard Howard Arcade Publishing eng
2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,078690206X,9780786902064,eng,313,38,1,5/1/2000,TSR,Scholar of Decay (Ravenloft  #14) Tanya Huff TSR eng
2864,Girl with a Pearl Earring,Tracy Chevalier,3.88,0452284937,9780452284937,eng,233,1162,127,9/30/2003,Plume Books,Girl with a Pearl Earring Tracy Chevalier Plume Books eng
2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,1857093313,9781857093315,eng,80,42,0,3/8/2006,National Gallery London,Tom Hunter: Living in Hell and Other Stories Tom Hunter/Tracy Chevalier/Colin Wiggins National Gallery London eng
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,0373028601,9780373028603,eng,187,3,1,7/24/1987,Harlequin Romance,Love Artist (Harlequin Romance #2860) Valerie Parv Harlequin Romance eng
2895,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,0307277763,9780307277763,eng,255,1124,191,2/13/2001,Vintage International,Perfume: The Story of a Murderer Patrick Süskind/John E. Woods Vintage International eng
2898,Three Stories and a Reflection,Patrick Süskind,3.57,0747534934,9780747534938,eng,128,24,3,11/13/1997,Bloomsbury Publishing PLC,Three Stories and a Reflection Patrick Süskind Bloomsbury Publishing PLC eng
2900,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,0747566755,9780747566755,eng,128,2061,104,11/3/2003,Not Avail,The Story of Mr Sommer Patrick Süskind/Jean-Jacques Sempé Not Avail eng
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,0440410258,9780440410256,eng,80,114,17,1/1/1995,Yearling,Escape from Fire Mountain (World of Adventure  #3) Gary Paulsen/Steve Chorney Yearling eng
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,0440229359,9780440229353,eng,111,1177,218,8/10/2004,Yearling,How Angel Peterson Got His Name Gary Paulsen Yearling eng
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,0440419670,9780440419679,eng,560,557,46,9/9/2003,Yearling,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5) Gary Paulsen Yearling eng
2921,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,0306801450,9780306801457,eng,226,25,2,8/22/1981,Da Capo Press,Chicago Blues: The City and the Music Mike  Rowe/Ronald Radano Da Capo Press eng
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,0156001454,9780156001458,eng,272,5437,830,2/17/1995,Mariner Books,Winterdance: The Fine Madness of Running the Iditarod Gary Paulsen Mariner Books eng
2928,Brian's Winter,Gary Paulsen,4.01,0385321988,9780385321983,eng,133,76,12,1/1/1996,Delacorte Books for Young Readers,Brian's Winter Gary Paulsen Delacorte Books for Young Readers eng
2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,0375757325,9780375757327,eng,320,209122,4131,6/12/2001,Modern Library,Robinson Crusoe (Robinson Crusoe #1) Daniel Defoe/Virginia Woolf Modern Library eng
2933,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,0141439823,9780141439822,eng,286,1507,142,3/27/2003,Penguin Classics,Robinson Crusoe Daniel Defoe/John J. Richetti Penguin Classics eng
2934,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,0393964523,9780393964523,eng,436,585,63,12/19/1994,W.W. Norton & Company,Robinson Crusoe Daniel Defoe/Michael Shinagel W.W. Norton & Company eng
2942,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,0486404889,9780486404882,eng,733,577,36,1/26/1999,Dover Publications,A General History of the Pyrates Daniel Defoe/Manuel Schonhorn/Charles   Johnson Dover Publications eng
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,0520238958,9780520238954,eng,389,5,0,3/15/2003,University of California Press,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library) Mark Twain/Paul Baender/Dahlia Armon/Walter Blair University of California Press eng
2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,1555176801,9781555176808,eng,277,242,29,4/22/2003,Council Press,Huck Finn and Tom Sawyer Among the Indians Mark Twain/Lee Nelson Council Press eng
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,1883011884,9781883011888,eng,808,33,3,8/1/2000,Library of America,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings Mark Twain/Guy Cardwell/Louis J. Budd Library of America eng
2956,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,0142437174,9780142437179,eng,327,1049912,11391,12/31/2002,Penguin Classics,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2) Mark Twain/Guy Cardwell/John Seelye/Walter Trier Penguin Classics eng
2958,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,0486443221,9780486443225,eng,368,144,17,5/6/2005,Dover Publications,Adventures of Huckleberry Finn Mark Twain/E.W. Kemble Dover Publications eng
2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,0375757376,9780375757372,eng,244,687,37,8/14/2001,The Modern Library,Adventures of Huckleberry Finn Mark Twain/George Saunders The Modern Library eng
2962,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,0393020398,9780393020397,eng,656,185,18,10/17/2001,W. W. Norton  Company,The Annotated Huckleberry Finn Mark Twain/Michael Patrick Hearn/E.W. Kemble W. W. Norton  Company eng
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,0486406644,9780486406640,eng,64,970,53,12/23/1998,Dover Publications,The Wit and Wisdom of Mark Twain Mark Twain Dover Publications eng
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,0520242459,9780520242456,eng,221,513,71,10/18/2004,University of California Press,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank University of California Press eng
2968,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,0553211951,9780553211955,eng,848,5710,142,3/1/1984,Bantam Classics,The Complete Short Stories of Mark Twain Mark Twain/Charles Neider Bantam Classics eng
2971,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,0060955422,9780060955427,eng,508,2871,209,11/28/2000,Harper Perennial,The Autobiography of Mark Twain Mark Twain/Charles Neider Harper Perennial eng
2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,0940450739,9780940450738,eng,1050,207,10,10/15/1992,Library of America,Collected Tales  Sketches  Speeches  & Essays 1891–1910 Mark Twain/Louis J. Budd Library of America eng
2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,1589199502,9781589199507,eng,282,715,44,6/1/2002,David C Cook,Louisa May Alcott's Christmas Treasury Louisa May Alcott/C. Michael Dudash/Stephen W. Hines David C Cook eng
2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,0671019872,9780671019877,eng,361,1817,123,10/28/2003,Pocket Books,My Secret Garden: Women's Sexual Fantasies Nancy Friday Pocket Books eng
2998,The Secret Garden,Frances Hodgson Burnett,4.13,0517189607,9780517189603,eng,331,764134,11796,9/1/1998,Children's Classics,The Secret Garden Frances Hodgson Burnett Children's Classics eng
3003,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,0451528832,9780451528834,eng,281,1739,116,7/1/2003,Signet,The Secret Garden Frances Hodgson Burnett/Sandra M. Gilbert Signet eng
3004,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,1402713193,9781402713194,eng,160,1653,76,3/1/2005,Sterling,The Secret Garden Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober Sterling eng
3006,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,0142437050,9780142437056,eng,288,517,13,1/30/2003,Penguin Classics,The Secret Garden Frances Hodgson Burnett/Alison Lurie Penguin Classics eng
3008,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,0142437018,9780142437018,eng,242,238192,4392,2/26/2002,Penguin Books,A Little Princess Frances Hodgson Burnett/Nancy Bond Penguin Books eng
3011,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.8,0879237902,9780879237905,eng,274,23,7,9/1/1994,David R. Godine Publisher,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924 Ann Thwaite David R. Godine Publisher eng
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.3,0060277408,9780060277406,eng,128,150,23,3/19/1999,Festival,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden Amy Cotler/Frances Hodgson Burnett/Prudence See Festival eng
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,0465081452,9780465081455,eng,448,5899,475,12/24/2003,Basic Books,Basic Economics: A Citizen's Guide to the Economy Thomas Sowell Basic Books eng
3025,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,0465002609,9780465002603,eng,627,328,43,4/3/2007,Basic Books (AZ),Basic Economics: A Common Sense Guide to the Economy Thomas Sowell Basic Books (AZ) eng
